instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
g25-g58-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 3 0 3.33644 7 0.340077 0.282015 0.14602
g25-g59-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 3 0 3.48577 9 0.406046 0.340434 0.176964
g25-g60-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 5 0 2.90538 6 0.865 0.635281 0.179107
g25-g66-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 27 1 2.72983 4 0.971066 0.725961 0.0288228
g25-g73-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 29 0 3.32517 9 0.921407 0.793611 0.35005
g25-g82-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 208 1 3.06555 5 0.987258 0.866376 0.209844
g25-g86-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 89 1 8.09967 13 0.996192 0.990485 0.979142
g25-g93-normed 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 5693 1 2.01206 3 0.870432 0.141062 0
g26-g58-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 3 0 3.33644 7 0.340077 0.282015 0.14602
g26-g59-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 3 0 3.48577 9 0.406046 0.340434 0.176964
g26-g60-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 6 0 2.90538 6 0.865 0.635281 0.179107
g26-g66-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 27 1 2.72983 4 0.971066 0.725961 0.0288228
g26-g73-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 29 0 3.32517 9 0.921407 0.793611 0.35005
g26-g82-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 206 1 3.06555 5 0.987258 0.866376 0.209844
g26-g86-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 88 1 8.09967 13 0.996192 0.990485 0.979142
g26-g93-normed 11 0 0 2.64115 5 0.835 0.524062 0.133125 5715 1 2.01206 3 0.870432 0.141062 0
g27-g58-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g27-g59-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g27-g60-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 5 0 2.90538 6 0.865 0.635281 0.179107
g27-g66-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g27-g73-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g27-g82-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 208 1 3.06555 5 0.987258 0.866376 0.209844
g27-g86-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 89 1 8.09967 13 0.996192 0.990485 0.979142
g27-g93-normed 11 0 1 1.94473 3 0.880206 0.0535425 0 5637 1 2.01206 3 0.870432 0.141062 0
g28-g58-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 3 0 3.33644 7 0.340077 0.282015 0.14602
g28-g59-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 3 0 3.48577 9 0.406046 0.340434 0.176964
g28-g60-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 6 0 2.90538 6 0.865 0.635281 0.179107
g28-g66-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 27 1 2.72983 4 0.971066 0.725961 0.0288228
g28-g73-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 29 0 3.32517 9 0.921407 0.793611 0.35005
g28-g82-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 215 1 3.06555 5 0.987258 0.866376 0.209844
g28-g86-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 89 1 8.09967 13 0.996192 0.990485 0.979142
g28-g93-normed 11 0 0 4.5982 12 0.523754 0.444893 0.387501 5714 1 2.01206 3 0.870432 0.141062 0
g29-g58-normed 11 1 1 1.84121 3 0.8088 0.024 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g29-g59-normed 11 1 1 1.84121 3 0.8088 0.024 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g29-g60-normed 11 1 1 1.84121 3 0.8088 0.024 0 6 0 2.90538 6 0.865 0.635281 0.179107
g29-g66-normed 11 1 1 1.84121 3 0.8088 0.024 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g29-g73-normed 11 1 1 1.84121 3 0.8088 0.024 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g29-g82-normed 11 1 1 1.84121 3 0.8088 0.024 0 205 1 3.06555 5 0.987258 0.866376 0.209844
g29-g86-normed 11 1 1 1.84121 3 0.8088 0.024 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g29-g93-normed 11 1 1 1.84121 3 0.8088 0.024 0 5568 1 2.01206 3 0.870432 0.141062 0
g3-g58-normed 11 0 1 1.66667 2 0.6 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g3-g59-normed 11 0 1 1.66667 2 0.6 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g3-g60-normed 11 0 1 1.66667 2 0.6 0 0 6 0 2.90538 6 0.865 0.635281 0.179107
g3-g66-normed 11 0 1 1.66667 2 0.6 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g3-g73-normed 11 0 1 1.66667 2 0.6 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g3-g82-normed 11 0 1 1.66667 2 0.6 0 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g3-g86-normed 11 0 1 1.66667 2 0.6 0 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g3-g93-normed 11 0 1 1.66667 2 0.6 0 0 5678 1 2.01206 3 0.870432 0.141062 0
g30-g58-normed 11 1 1 1.84424 3 0.8102 0.0256 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g30-g59-normed 11 1 1 1.84424 3 0.8102 0.0256 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g30-g60-normed 11 1 1 1.84424 3 0.8102 0.0256 0 5 0 2.90538 6 0.865 0.635281 0.179107
g30-g66-normed 11 1 1 1.84424 3 0.8102 0.0256 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g30-g73-normed 11 1 1 1.84424 3 0.8102 0.0256 0 28 0 3.32517 9 0.921407 0.793611 0.35005
g30-g82-normed 11 1 1 1.84424 3 0.8102 0.0256 0 206 1 3.06555 5 0.987258 0.866376 0.209844
g30-g86-normed 11 1 1 1.84424 3 0.8102 0.0256 0 89 1 8.09967 13 0.996192 0.990485 0.979142
g30-g93-normed 11 1 1 1.84424 3 0.8102 0.0256 0 5667 1 2.01206 3 0.870432 0.141062 0
g31-g58-normed 11 1 1 1.81071 3 0.79 0.0126 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g31-g59-normed 11 1 1 1.81071 3 0.79 0.0126 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g31-g60-normed 11 1 1 1.81071 3 0.79 0.0126 0 5 0 2.90538 6 0.865 0.635281 0.179107
g31-g66-normed 11 1 1 1.81071 3 0.79 0.0126 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g31-g73-normed 11 1 1 1.81071 3 0.79 0.0126 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g31-g82-normed 11 1 1 1.81071 3 0.79 0.0126 0 208 1 3.06555 5 0.987258 0.866376 0.209844
g31-g86-normed 11 1 1 1.81071 3 0.79 0.0126 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g31-g93-normed 11 1 1 1.81071 3 0.79 0.0126 0 5772 1 2.01206 3 0.870432 0.141062 0
g32-g58-normed 11 3 1 1 1 0 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g32-g59-normed 11 3 1 1 1 0 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g32-g60-normed 11 3 1 1 1 0 0 0 5 0 2.90538 6 0.865 0.635281 0.179107
g32-g66-normed 11 3 1 1 1 0 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g32-g73-normed 11 3 1 1 1 0 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g32-g82-normed 11 3 1 1 1 0 0 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g32-g86-normed 11 3 1 1 1 0 0 0 89 1 8.09967 13 0.996192 0.990485 0.979142
g32-g93-normed 11 3 1 1 1 0 0 0 5651 1 2.01206 3 0.870432 0.141062 0
g33-g58-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 3 0 3.33644 7 0.340077 0.282015 0.14602
g33-g59-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 3 0 3.48577 9 0.406046 0.340434 0.176964
g33-g60-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 5 0 2.90538 6 0.865 0.635281 0.179107
g33-g66-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 27 1 2.72983 4 0.971066 0.725961 0.0288228
g33-g73-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 29 0 3.32517 9 0.921407 0.793611 0.35005
g33-g82-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 207 1 3.06555 5 0.987258 0.866376 0.209844
g33-g86-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 88 1 8.09967 13 0.996192 0.990485 0.979142
g33-g93-normed 11 0 1 3.7499 7 0.931869 0.799922 0.578963 5648 1 2.01206 3 0.870432 0.141062 0
g34-g58-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 3 0 3.33644 7 0.340077 0.282015 0.14602
g34-g59-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 3 0 3.48577 9 0.406046 0.340434 0.176964
g34-g60-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 5 0 2.90538 6 0.865 0.635281 0.179107
g34-g66-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 27 1 2.72983 4 0.971066 0.725961 0.0288228
g34-g73-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 30 0 3.32517 9 0.921407 0.793611 0.35005
g34-g82-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 207 1 3.06555 5 0.987258 0.866376 0.209844
g34-g86-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 88 1 8.09967 13 0.996192 0.990485 0.979142
g34-g93-normed 11 0 1 5.04202 10 0.958333 0.883333 0.758333 5656 1 2.01206 3 0.870432 0.141062 0
g35-g58-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 3 0 3.33644 7 0.340077 0.282015 0.14602
g35-g59-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 3 0 3.48577 9 0.406046 0.340434 0.176964
g35-g60-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 5 0 2.90538 6 0.865 0.635281 0.179107
g35-g66-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 26 1 2.72983 4 0.971066 0.725961 0.0288228
g35-g73-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 29 0 3.32517 9 0.921407 0.793611 0.35005
g35-g82-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 207 1 3.06555 5 0.987258 0.866376 0.209844
g35-g86-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 88 1 8.09967 13 0.996192 0.990485 0.979142
g35-g93-normed 11 0 0 4.12268 9 0.823194 0.737778 0.574444 5731 1 2.01206 3 0.870432 0.141062 0
g36-g58-normed 11 1 1 3.56317 8 0.947083 0.794583 0.471389 3 0 3.33644 7 0.340077 0.282015 0.14602
g36-g59-normed 11 1 1 3.56317 8 0.947083 0.794583 0.471389 3 0 3.48577 9 0.406046 0.340434 0.176964
g36-g60-normed 11 1 1 3.56317 8 0.947083 0.794583 0.471389 6 0 2.90538 6 0.865 0.635281 0.179107
g36-g66-normed 11 0 1 3.56317 8 0.947083 0.794583 0.471389 27 1 2.72983 4 0.971066 0.725961 0.0288228
g36-g73-normed 11 0 1 3.56317 8 0.947083 0.794583 0.471389 29 0 3.32517 9 0.921407 0.793611 0.35005
g36-g82-normed 11 0 1 3.56317 8 0.947083 0.794583 0.471389 207 1 3.06555 5 0.987258 0.866376 0.209844
g36-g86-normed 11 1 1 3.56317 8 0.947083 0.794583 0.471389 88 1 8.09967 13 0.996192 0.990485 0.979142
g36-g93-normed 11 1 1 3.56317 8 0.947083 0.794583 0.471389 5602 1 2.01206 3 0.870432 0.141062 0
g37-g58-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 3 0 3.33644 7 0.340077 0.282015 0.14602
g37-g59-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 3 0 3.48577 9 0.406046 0.340434 0.176964
g37-g60-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 6 0 2.90538 6 0.865 0.635281 0.179107
g37-g66-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 27 1 2.72983 4 0.971066 0.725961 0.0288228
g37-g73-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 29 0 3.32517 9 0.921407 0.793611 0.35005
g37-g82-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 207 1 3.06555 5 0.987258 0.866376 0.209844
g37-g86-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 88 1 8.09967 13 0.996192 0.990485 0.979142
g37-g93-normed 11 1 1 2.78389 6 0.903056 0.591667 0.195694 5686 1 2.01206 3 0.870432 0.141062 0
g38-g58-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g38-g59-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g38-g60-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 5 0 2.90538 6 0.865 0.635281 0.179107
g38-g66-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g38-g73-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g38-g82-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g38-g86-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g38-g93-normed 11 0 0 2.23636 3 0.181682 0.0784099 0 5718 1 2.01206 3 0.870432 0.141062 0
g39-g58-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 3 0 3.33644 7 0.340077 0.282015 0.14602
g39-g59-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 3 0 3.48577 9 0.406046 0.340434 0.176964
g39-g60-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 5 0 2.90538 6 0.865 0.635281 0.179107
g39-g66-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 27 1 2.72983 4 0.971066 0.725961 0.0288228
g39-g73-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 29 0 3.32517 9 0.921407 0.793611 0.35005
g39-g82-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 204 1 3.06555 5 0.987258 0.866376 0.209844
g39-g86-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 88 1 8.09967 13 0.996192 0.990485 0.979142
g39-g93-normed 11 0 1 6.23939 20 0.948023 0.871662 0.772761 5636 1 2.01206 3 0.870432 0.141062 0
g4-g58-normed 11 0 1 1 1 0 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g4-g59-normed 11 0 1 1 1 0 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g4-g60-normed 11 0 1 1 1 0 0 0 5 0 2.90538 6 0.865 0.635281 0.179107
g4-g66-normed 11 0 1 1 1 0 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g4-g73-normed 11 0 1 1 1 0 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g4-g82-normed 11 0 1 1 1 0 0 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g4-g86-normed 11 0 1 1 1 0 0 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g4-g93-normed 11 0 1 1 1 0 0 0 5667 1 2.01206 3 0.870432 0.141062 0
g40-g58-normed 11 3 1 1.50413 2 0.499966 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g40-g59-normed 11 3 1 1.50413 2 0.499966 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g40-g60-normed 11 3 1 1.50413 2 0.499966 0 0 5 0 2.90538 6 0.865 0.635281 0.179107
g40-g66-normed 11 3 1 1.50413 2 0.499966 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g40-g73-normed 11 3 1 1.50413 2 0.499966 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g40-g82-normed 11 3 1 1.50413 2 0.499966 0 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g40-g86-normed 11 3 1 1.50413 2 0.499966 0 0 90 1 8.09967 13 0.996192 0.990485 0.979142
g40-g93-normed 11 3 1 1.50413 2 0.499966 0 0 5709 1 2.01206 3 0.870432 0.141062 0
g41-g58-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 3 0 3.33644 7 0.340077 0.282015 0.14602
g41-g59-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 3 0 3.48577 9 0.406046 0.340434 0.176964
g41-g60-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 6 0 2.90538 6 0.865 0.635281 0.179107
g41-g66-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 27 1 2.72983 4 0.971066 0.725961 0.0288228
g41-g73-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 29 0 3.32517 9 0.921407 0.793611 0.35005
g41-g82-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 209 1 3.06555 5 0.987258 0.866376 0.209844
g41-g86-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 88 1 8.09967 13 0.996192 0.990485 0.979142
g41-g93-normed 11 1 1 4.59941 10 0.947266 0.852539 0.707886 5646 1 2.01206 3 0.870432 0.141062 0
g42-g58-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 2 0 3.33644 7 0.340077 0.282015 0.14602
g42-g59-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 3 0 3.48577 9 0.406046 0.340434 0.176964
g42-g60-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 5 0 2.90538 6 0.865 0.635281 0.179107
g42-g66-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 27 1 2.72983 4 0.971066 0.725961 0.0288228
g42-g73-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 29 0 3.32517 9 0.921407 0.793611 0.35005
g42-g82-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 207 1 3.06555 5 0.987258 0.866376 0.209844
g42-g86-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 88 1 8.09967 13 0.996192 0.990485 0.979142
g42-g93-normed 11 1 1 5.91154 14 0.930176 0.847168 0.741455 5727 1 2.01206 3 0.870432 0.141062 0
g43-g58-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 3 0 3.33644 7 0.340077 0.282015 0.14602
g43-g59-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 3 0 3.48577 9 0.406046 0.340434 0.176964
g43-g60-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 5 0 2.90538 6 0.865 0.635281 0.179107
g43-g66-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 27 1 2.72983 4 0.971066 0.725961 0.0288228
g43-g73-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 29 0 3.32517 9 0.921407 0.793611 0.35005
g43-g82-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 207 1 3.06555 5 0.987258 0.866376 0.209844
g43-g86-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 88 1 8.09967 13 0.996192 0.990485 0.979142
g43-g93-normed 11 1 0 3.50165 9 0.60437 0.478394 0.33667 5719 1 2.01206 3 0.870432 0.141062 0
g44-g58-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 3 0 3.33644 7 0.340077 0.282015 0.14602
g44-g59-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 3 0 3.48577 9 0.406046 0.340434 0.176964
g44-g60-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 5 0 2.90538 6 0.865 0.635281 0.179107
g44-g66-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 27 1 2.72983 4 0.971066 0.725961 0.0288228
g44-g73-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 29 0 3.32517 9 0.921407 0.793611 0.35005
g44-g82-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 208 1 3.06555 5 0.987258 0.866376 0.209844
g44-g86-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 88 1 8.09967 13 0.996192 0.990485 0.979142
g44-g93-normed 11 1 0 2.16568 5 0.837158 0.25354 0.0119629 5642 1 2.01206 3 0.870432 0.141062 0
g45-g58-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 3 0 3.33644 7 0.340077 0.282015 0.14602
g45-g59-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 3 0 3.48577 9 0.406046 0.340434 0.176964
g45-g60-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 6 0 2.90538 6 0.865 0.635281 0.179107
g45-g66-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 27 1 2.72983 4 0.971066 0.725961 0.0288228
g45-g73-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 29 0 3.32517 9 0.921407 0.793611 0.35005
g45-g82-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 204 1 3.06555 5 0.987258 0.866376 0.209844
g45-g86-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 88 1 8.09967 13 0.996192 0.990485 0.979142
g45-g93-normed 11 1 0 2.17006 5 0.838013 0.256714 0.012085 5711 1 2.01206 3 0.870432 0.141062 0
g46-g58-normed 11 2 1 2.04491 3 0.877686 0.159058 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g46-g59-normed 11 1 1 2.04491 3 0.877686 0.159058 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g46-g60-normed 11 2 1 2.04491 3 0.877686 0.159058 0 6 0 2.90538 6 0.865 0.635281 0.179107
g46-g66-normed 11 1 1 2.04491 3 0.877686 0.159058 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g46-g73-normed 11 2 1 2.04491 3 0.877686 0.159058 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g46-g82-normed 11 2 1 2.04491 3 0.877686 0.159058 0 207 1 3.06555 5 0.987258 0.866376 0.209844
g46-g86-normed 11 2 1 2.04491 3 0.877686 0.159058 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g46-g93-normed 11 2 1 2.04491 3 0.877686 0.159058 0 5639 1 2.01206 3 0.870432 0.141062 0
g47-g58-normed 11 2 1 2.04712 3 0.87793 0.161011 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g47-g59-normed 11 2 1 2.04712 3 0.87793 0.161011 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g47-g60-normed 11 2 1 2.04712 3 0.87793 0.161011 0 5 0 2.90538 6 0.865 0.635281 0.179107
g47-g66-normed 11 2 1 2.04712 3 0.87793 0.161011 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g47-g73-normed 11 2 1 2.04712 3 0.87793 0.161011 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g47-g82-normed 11 1 1 2.04712 3 0.87793 0.161011 0 205 1 3.06555 5 0.987258 0.866376 0.209844
g47-g86-normed 11 2 1 2.04712 3 0.87793 0.161011 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g47-g93-normed 11 2 1 2.04712 3 0.87793 0.161011 0 5711 1 2.01206 3 0.870432 0.141062 0
g48-g58-normed 11 2 1 2.00381 3 0.870117 0.125854 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g48-g59-normed 11 2 1 2.00381 3 0.870117 0.125854 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g48-g60-normed 11 2 1 2.00381 3 0.870117 0.125854 0 6 0 2.90538 6 0.865 0.635281 0.179107
g48-g66-normed 11 2 1 2.00381 3 0.870117 0.125854 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g48-g73-normed 11 2 1 2.00381 3 0.870117 0.125854 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g48-g82-normed 11 2 1 2.00381 3 0.870117 0.125854 0 208 1 3.06555 5 0.987258 0.866376 0.209844
g48-g86-normed 11 2 1 2.00381 3 0.870117 0.125854 0 89 1 8.09967 13 0.996192 0.990485 0.979142
g48-g93-normed 11 2 1 2.00381 3 0.870117 0.125854 0 5767 1 2.01206 3 0.870432 0.141062 0
g49-g58-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 3 0 3.33644 7 0.340077 0.282015 0.14602
g49-g59-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 3 0 3.48577 9 0.406046 0.340434 0.176964
g49-g60-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 6 0 2.90538 6 0.865 0.635281 0.179107
g49-g66-normed 11 2 1 3.52313 8 0.866821 0.679565 0.462036 27 1 2.72983 4 0.971066 0.725961 0.0288228
g49-g73-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 29 0 3.32517 9 0.921407 0.793611 0.35005
g49-g82-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 206 1 3.06555 5 0.987258 0.866376 0.209844
g49-g86-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 89 1 8.09967 13 0.996192 0.990485 0.979142
g49-g93-normed 11 1 1 3.52313 8 0.866821 0.679565 0.462036 5668 1 2.01206 3 0.870432 0.141062 0
g5-g58-normed 11 0 1 1.63636 2 0.578512 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g5-g59-normed 11 0 1 1.63636 2 0.578512 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g5-g60-normed 11 0 1 1.63636 2 0.578512 0 0 6 0 2.90538 6 0.865 0.635281 0.179107
g5-g66-normed 11 0 1 1.63636 2 0.578512 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g5-g73-normed 11 0 1 1.63636 2 0.578512 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g5-g82-normed 11 0 1 1.63636 2 0.578512 0 0 210 1 3.06555 5 0.987258 0.866376 0.209844
g5-g86-normed 11 0 1 1.63636 2 0.578512 0 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g5-g93-normed 11 0 1 1.63636 2 0.578512 0 0 5652 1 2.01206 3 0.870432 0.141062 0
g50-g58-normed 11 3 1 1.92384 4 0.599609 0.247192 0.0698242 3 0 3.33644 7 0.340077 0.282015 0.14602
g50-g59-normed 11 3 1 1.92384 4 0.599609 0.247192 0.0698242 3 0 3.48577 9 0.406046 0.340434 0.176964
g50-g60-normed 11 3 1 1.92384 4 0.599609 0.247192 0.0698242 5 0 2.90538 6 0.865 0.635281 0.179107
g50-g66-normed 11 3 1 1.92384 4 0.599609 0.247192 0.0698242 27 1 2.72983 4 0.971066 0.725961 0.0288228
g50-g73-normed 11 3 1 1.92384 4 0.599609 0.247192 0.0698242 29 0 3.32517 9 0.921407 0.793611 0.35005
